user_sequence,challenge
5831_11,CI24261
5831_12,CI23975
5831_13,CI26939
5832_11,CI24917
5832_12,CI23855
5832_13,CI24261
5834_11,CI26173
5834_12,CI26213
5834_13,CI26164
5835_11,CI26155
5835_12,CI26165
5835_13,CI26157
5839_11,CI26155
5839_12,CI26165
5839_13,CI26156
5841_11,CI26938
5841_12,CI27019
5841_13,CI27020
5843_11,CI26938
5843_12,CI27018
5843_13,CI27019
5845_11,CI26938
5845_12,CI27019
5845_13,CI27037
5846_11,CI26155
5846_12,CI26165
5846_13,CI26173
5847_11,CI24917
5847_12,CI24261
5847_13,CI23933
5849_11,CI24261
5849_12,CI23975
5849_13,CI26955
5853_11,CI26155
5853_12,CI26156
5853_13,CI26157
5858_11,CI26155
5858_12,CI26156
5858_13,CI26157
5863_11,CI24917
5863_12,CI23855
5863_13,CI24261
5868_11,CI26176
5868_12,CI26190
5868_13,CI26193
5869_11,CI24261
5869_12,CI23975
5869_13,CI26939
5871_11,CI26165
5871_12,CI26173
5871_13,CI26213
5873_11,CI24261
5873_12,CI23933
5873_13,CI23714
5875_11,CI23855
5875_12,CI24261
5875_13,CI23933
5877_11,CI23959
5877_12,CI23765
5877_13,CI23766
5878_11,CI24917
5878_12,CI23855
5878_13,CI24261
5881_11,CI23663
5881_12,CI24230
5881_13,CI27805
5882_11,CI26155
5882_12,CI26165
5882_13,CI26157
5885_11,CI26155
5885_12,CI26165
5885_13,CI26156
5886_11,CI24917
5886_12,CI24261
5886_13,CI23933
5887_11,CI28567
5887_12,CI28570
5887_13,CI28530
5888_11,CI24261
5888_12,CI27282
5888_13,CI26052
5889_11,CI24917
5889_12,CI24261
5889_13,CI23933
5892_11,CI24917
5892_12,CI24261
5892_13,CI23933
5894_11,CI24917
5894_12,CI24261
5894_13,CI23933
5896_11,CI26155
5896_12,CI26156
5896_13,CI26157
5897_11,CI24917
5897_12,CI24261
5897_13,CI23933
5898_11,CI26165
5898_12,CI26156
5898_13,CI26173
5899_11,CI24917
5899_12,CI23855
5899_13,CI23933
5903_11,CI24261
5903_12,CI23975
5903_13,CI26939
5904_11,CI24917
5904_12,CI23714
5904_13,CI27282
5909_11,CI24917
5909_12,CI24261
5909_13,CI23933
5912_11,CI26155
5912_12,CI26165
5912_13,CI26156
5915_11,CI26155
5915_12,CI26165
5915_13,CI26156
5924_11,CI26155
5924_12,CI26165
5924_13,CI26156
5925_11,CI24261
5925_12,CI27282
5925_13,CI26052
5930_11,CI24261
5930_12,CI23975
5930_13,CI26955
5931_11,CI26155
5931_12,CI26156
5931_13,CI26157
5932_11,CI24917
5932_12,CI23933
5932_13,CI23714
5936_11,CI24917
5936_12,CI25634
5936_13,CI25142
5937_11,CI24261
5937_12,CI27282
5937_13,CI26052
5938_11,CI23855
5938_12,CI24261
5938_13,CI23933
5939_11,CI26155
5939_12,CI26165
5939_13,CI26156
5941_11,CI24917
5941_12,CI23855
5941_13,CI24261
5944_11,CI24917
5944_12,CI25634
5944_13,CI25142
5948_11,CI26155
5948_12,CI26156
5948_13,CI26157
5951_11,CI24917
5951_12,CI23855
5951_13,CI24261
5952_11,CI28567
5952_12,CI28569
5952_13,CI28570
5953_11,CI23855
5953_12,CI23714
5953_13,CI27282
5955_11,CI23855
5955_12,CI24261
5955_13,CI23933
5957_11,CI26155
5957_12,CI26165
5957_13,CI26156
5958_11,CI24261
5958_12,CI23975
5958_13,CI26939
5959_11,CI23663
5959_12,CI24230
5959_13,CI27805
5960_11,CI26155
5960_12,CI26165
5960_13,CI26156
5964_11,CI26155
5964_12,CI26165
5964_13,CI26156
5967_11,CI23663
5967_12,CI24230
5967_13,CI27805
5970_11,CI23663
5970_12,CI24230
5970_13,CI27805
5971_11,CI26155
5971_12,CI26165
5971_13,CI26156
5975_11,CI23855
5975_12,CI23933
5975_13,CI26052
5976_11,CI24917
5976_12,CI24261
5976_13,CI23933
5980_11,CI23855
5980_12,CI24261
5980_13,CI23714
5983_11,CI24261
5983_12,CI23933
5983_13,CI23714
5984_11,CI24917
5984_12,CI24261
5984_13,CI27282
5986_11,CI24917
5986_12,CI24261
5986_13,CI23714
5989_11,CI26902
5989_12,CI26905
5989_13,CI26930
5990_11,CI24917
5990_12,CI23855
5990_13,CI24261
5994_11,CI26155
5994_12,CI26165
5994_13,CI26156
6001_11,CI26155
6001_12,CI26156
6001_13,CI26157
6002_11,CI24917
6002_12,CI23855
6002_13,CI24261
6004_11,CI24261
6004_12,CI23975
6004_13,CI26939
6006_11,CI24917
6006_12,CI23933
6006_13,CI27282
6008_11,CI24261
6008_12,CI23933
6008_13,CI23714
6009_11,CI24261
6009_12,CI23933
6009_13,CI27282
6014_11,CI24917
6014_12,CI23855
6014_13,CI24261
6015_11,CI26155
6015_12,CI26165
6015_13,CI26156
6017_11,CI24917
6017_12,CI24261
6017_13,CI23933
6019_11,CI24261
6019_12,CI23975
6019_13,CI26939
6022_11,CI26155
6022_12,CI26165
6022_13,CI26157
6024_11,CI24917
6024_12,CI24261
6024_13,CI23933
6026_11,CI23663
6026_12,CI24230
6026_13,CI27805
6027_11,CI24917
6027_12,CI25634
6027_13,CI25142
6031_11,CI24261
6031_12,CI23975
6031_13,CI23913
6033_11,CI26155
6033_12,CI26165
6033_13,CI26156
6039_11,CI24917
6039_12,CI23855
6039_13,CI24261
6043_11,CI26904
6043_12,CI26902
6043_13,CI26903
6044_11,CI26165
6044_12,CI26156
6044_13,CI26157
6047_11,CI26155
6047_12,CI26156
6047_13,CI26157
6057_11,CI23855
6057_12,CI23933
6057_13,CI27282
6063_11,CI26155
6063_12,CI26156
6063_13,CI26157
6065_11,CI24261
6065_12,CI23714
6065_13,CI27282
6073_11,CI26155
6073_12,CI26165
6073_13,CI26157
6079_11,CI24917
6079_12,CI24261
6079_13,CI23933
6083_11,CI26155
6083_12,CI26165
6083_13,CI26156
6085_11,CI24917
6085_12,CI25634
6085_13,CI25142
6088_11,CI26155
6088_12,CI26165
6088_13,CI26156
6091_11,CI26155
6091_12,CI26165
6091_13,CI26156
6096_11,CI26155
6096_12,CI26165
6096_13,CI26156
6098_11,CI23663
6098_12,CI24230
6098_13,CI27805
6103_11,CI24917
6103_12,CI23855
6103_13,CI24261
6107_11,CI26155
6107_12,CI26156
6107_13,CI26157
6109_11,CI26165
6109_12,CI26156
6109_13,CI26157
6111_11,CI26155
6111_12,CI26165
6111_13,CI26156
6112_11,CI28567
6112_12,CI28569
6112_13,CI28530
6113_11,CI24261
6113_12,CI23933
6113_13,CI27282
6115_11,CI26155
6115_12,CI26165
6115_13,CI26156
6124_11,CI26155
6124_12,CI26165
6124_13,CI26157
6126_11,CI24261
6126_12,CI23933
6126_13,CI27282
6127_11,CI28569
6127_12,CI28570
6127_13,CI28530
6136_11,CI24917
6136_12,CI23855
6136_13,CI24261
6138_11,CI24261
6138_12,CI23975
6138_13,CI26939
6142_11,CI23855
6142_12,CI24261
6142_13,CI27282
6145_11,CI24917
6145_12,CI24261
6145_13,CI23933
6151_11,CI25634
6151_12,CI25142
6151_13,CI24915
6157_11,CI28567
6157_12,CI28530
6157_13,CI27920
6159_11,CI23855
6159_12,CI24261
6159_13,CI23714
6163_11,CI26155
6163_12,CI26165
6163_13,CI26156
6164_11,CI26155
6164_12,CI26165
6164_13,CI26157
6165_11,CI24917
6165_12,CI23855
6165_13,CI24261
6170_11,CI26938
6170_12,CI27019
6170_13,CI27020
6171_11,CI26155
6171_12,CI26165
6171_13,CI26156
6172_11,CI26155
6172_12,CI26165
6172_13,CI26156
6176_11,CI28567
6176_12,CI28569
6176_13,CI28530
6182_11,CI26165
6182_12,CI26156
6182_13,CI26157
6187_11,CI26155
6187_12,CI26165
6187_13,CI26156
6189_11,CI24917
6189_12,CI23855
6189_13,CI24261
6190_11,CI26155
6190_12,CI26156
6190_13,CI26157
6191_11,CI24917
6191_12,CI24261
6191_13,CI27282
6197_11,CI24917
6197_12,CI23855
6197_13,CI27282
6199_11,CI26155
6199_12,CI26165
6199_13,CI26156
6203_11,CI24261
6203_12,CI23714
6203_13,CI27282
6204_11,CI24917
6204_12,CI25634
6204_13,CI25142
6210_11,CI24917
6210_12,CI24261
6210_13,CI23933
6211_11,CI26904
6211_12,CI26902
6211_13,CI26903
6212_11,CI23855
6212_12,CI24261
6212_13,CI23933
6214_11,CI24917
6214_12,CI24261
6214_13,CI27282
6215_11,CI24917
6215_12,CI24261
6215_13,CI27282
6218_11,CI26155
6218_12,CI26165
6218_13,CI26156
6222_11,CI23855
6222_12,CI24261
6222_13,CI23933
6223_11,CI23855
6223_12,CI24261
6223_13,CI23933
6226_11,CI24261
6226_12,CI23975
6226_13,CI26939
6229_11,CI26155
6229_12,CI26156
6229_13,CI26157
6233_11,CI26155
6233_12,CI26165
6233_13,CI26157
6237_11,CI24917
6237_12,CI24261
6237_13,CI23933
6239_11,CI23663
6239_12,CI24230
6239_13,CI27805
6240_11,CI24917
6240_12,CI24261
6240_13,CI23714
6241_11,CI24917
6241_12,CI23855
6241_13,CI24261
6243_11,CI26155
6243_12,CI26165
6243_13,CI26156
6245_11,CI24917
6245_12,CI23855
6245_13,CI24261
6246_11,CI24261
6246_12,CI23975
6246_13,CI26955
6249_11,CI24261
6249_12,CI23975
6249_13,CI26939
6252_11,CI24261
6252_12,CI23714
6252_13,CI27282
6258_11,CI23855
6258_12,CI24261
6258_13,CI23933
6261_11,CI26155
6261_12,CI26165
6261_13,CI26157
6268_11,CI24917
6268_12,CI23855
6268_13,CI23933
6272_11,CI24917
6272_12,CI24261
6272_13,CI27282
6273_11,CI24261
6273_12,CI23975
6273_13,CI26939
6274_11,CI24261
6274_12,CI23933
6274_13,CI27282
6277_11,CI24917
6277_12,CI23855
6277_13,CI27282
6278_11,CI26155
6278_12,CI26165
6278_13,CI26156
6281_11,CI28569
6281_12,CI28570
6281_13,CI28530
6282_11,CI26155
6282_12,CI26165
6282_13,CI26156
6285_11,CI26155
6285_12,CI26165
6285_13,CI26157
6287_11,CI26155
6287_12,CI26165
6287_13,CI26156
6288_11,CI26155
6288_12,CI26165
6288_13,CI26156
6289_11,CI24917
6289_12,CI24261
6289_13,CI23933
6296_11,CI23714
6296_12,CI27282
6296_13,CI26052
6297_11,CI26155
6297_12,CI26165
6297_13,CI26156
6299_11,CI23855
6299_12,CI24261
6299_13,CI27282
6303_11,CI24261
6303_12,CI23933
6303_13,CI23714
6307_11,CI26155
6307_12,CI26165
6307_13,CI26156
6309_11,CI24917
6309_12,CI23714
6309_13,CI27282
6312_11,CI23663
6312_12,CI24230
6312_13,CI27805
6315_11,CI26155
6315_12,CI26165
6315_13,CI26157
6318_11,CI26165
6318_12,CI26156
6318_13,CI26164
6329_11,CI26155
6329_12,CI26165
6329_13,CI26156
6333_11,CI26938
6333_12,CI27018
6333_13,CI27020
6338_11,CI24261
6338_12,CI27282
6338_13,CI26052
6342_11,CI23714
6342_12,CI23612
6342_13,CI24527
6344_11,CI24917
6344_12,CI25634
6344_13,CI25142
6347_11,CI24917
6347_12,CI23855
6347_13,CI24261
6356_11,CI24261
6356_12,CI23975
6356_13,CI23913
6358_11,CI26155
6358_12,CI26165
6358_13,CI26156
6361_11,CI24261
6361_12,CI23975
6361_13,CI26955
6365_11,CI24917
6365_12,CI23855
6365_13,CI24261
6374_11,CI24261
6374_12,CI23975
6374_13,CI26939
6378_11,CI24261
6378_12,CI23975
6378_13,CI26939
6379_11,CI26155
6379_12,CI26165
6379_13,CI26156
6381_11,CI24261
6381_12,CI23975
6381_13,CI26939
6382_11,CI23933
6382_12,CI27282
6382_13,CI25634
6386_11,CI26165
6386_12,CI26156
6386_13,CI26157
6389_11,CI24261
6389_12,CI23975
6389_13,CI26939
6390_11,CI24261
6390_12,CI27282
6390_13,CI26052
6391_11,CI24917
6391_12,CI23855
6391_13,CI23714
6392_11,CI24261
6392_12,CI23975
6392_13,CI26939
6395_11,CI24261
6395_12,CI23714
6395_13,CI27282
6396_11,CI26155
6396_12,CI26157
6396_13,CI26173
6399_11,CI24261
6399_12,CI23975
6399_13,CI26939
6400_11,CI26155
6400_12,CI26165
6400_13,CI26156
6401_11,CI26155
6401_12,CI26165
6401_13,CI26156
6409_11,CI26155
6409_12,CI26165
6409_13,CI26156
6410_11,CI24917
6410_12,CI23855
6410_13,CI24261
6411_11,CI24261
6411_12,CI23975
6411_13,CI26939
6415_11,CI24261
6415_12,CI23975
6415_13,CI26939
6416_11,CI26155
6416_12,CI26165
6416_13,CI26157
6420_11,CI24261
6420_12,CI23975
6420_13,CI26939
6425_11,CI26155
6425_12,CI26165
6425_13,CI26156
6427_11,CI26155
6427_12,CI26165
6427_13,CI26156
6428_11,CI24261
6428_12,CI23933
6428_13,CI23714
6430_11,CI28567
6430_12,CI28570
6430_13,CI28530
6434_11,CI24261
6434_12,CI23975
6434_13,CI26939
6435_11,CI24917
6435_12,CI24261
6435_13,CI27282
6439_11,CI24917
6439_12,CI23933
6439_13,CI23714
6446_11,CI26155
6446_12,CI26165
6446_13,CI26156
6450_11,CI27282
6450_12,CI26052
6450_13,CI25634
6451_11,CI24917
6451_12,CI24261
6451_13,CI23933
6456_11,CI26155
6456_12,CI26156
6456_13,CI26157
6467_11,CI24917
6467_12,CI24261
6467_13,CI23933
6470_11,CI24917
6470_12,CI24261
6470_13,CI23933
6471_11,CI24917
6471_12,CI24261
6471_13,CI23933
6477_11,CI24917
6477_12,CI23855
6477_13,CI23933
6479_11,CI26155
6479_12,CI26165
6479_13,CI26156
6481_11,CI24261
6481_12,CI23975
6481_13,CI23913
6482_11,CI24261
6482_12,CI23975
6482_13,CI26955
6486_11,CI24261
6486_12,CI23975
6486_13,CI26939
6491_11,CI23855
6491_12,CI23933
6491_13,CI23714
6492_11,CI24261
6492_12,CI23714
6492_13,CI27282
6493_11,CI24261
6493_12,CI23714
6493_13,CI27282
6496_11,CI24261
6496_12,CI23975
6496_13,CI26939
6499_11,CI23855
6499_12,CI23933
6499_13,CI23714
6500_11,CI26165
6500_12,CI26156
6500_13,CI26157
6505_11,CI24261
6505_12,CI27282
6505_13,CI26052
6506_11,CI26155
6506_12,CI26165
6506_13,CI26156
6513_11,CI24917
6513_12,CI23855
6513_13,CI24261
6514_11,CI24261
6514_12,CI23975
6514_13,CI26939
6516_11,CI24917
6516_12,CI23855
6516_13,CI24261
6517_11,CI26155
6517_12,CI26165
6517_13,CI26156
6525_11,CI24261
6525_12,CI23975
6525_13,CI26939
6526_11,CI26155
6526_12,CI26165
6526_13,CI26156
6529_11,CI26155
6529_12,CI26165
6529_13,CI26156
6533_11,CI24917
6533_12,CI24261
6533_13,CI23933
6534_11,CI26165
6534_12,CI26156
6534_13,CI26157
6537_11,CI24917
6537_12,CI23855
6537_13,CI23933
6538_11,CI23855
6538_12,CI24261
6538_13,CI27282
6542_11,CI24261
6542_12,CI23714
6542_13,CI27282
6544_11,CI23714
6544_12,CI27282
6544_13,CI26052
6546_11,CI24917
6546_12,CI24261
6546_13,CI27282
6547_11,CI24917
6547_12,CI23855
6547_13,CI24261
6549_11,CI26155
6549_12,CI26156
6549_13,CI26173
6552_11,CI24917
6552_12,CI24261
6552_13,CI27282
6553_11,CI23933
6553_12,CI23714
6553_13,CI27282
6556_11,CI26155
6556_12,CI26165
6556_13,CI26156
6557_11,CI24261
6557_12,CI23975
6557_13,CI26939
6562_11,CI24261
6562_12,CI23975
6562_13,CI26939
6569_11,CI24917
6569_12,CI23933
6569_13,CI23714
6572_11,CI24917
6572_12,CI23855
6572_13,CI23933
6573_11,CI23663
6573_12,CI24230
6573_13,CI27805
6578_11,CI26155
6578_12,CI26165
6578_13,CI26213
6580_11,CI24917
6580_12,CI25634
6580_13,CI25142
6588_11,CI26155
6588_12,CI26165
6588_13,CI26156
6590_11,CI24261
6590_12,CI23975
6590_13,CI26939
6596_11,CI26155
6596_12,CI26165
6596_13,CI26156
6601_11,CI26155
6601_12,CI26165
6601_13,CI26156
6602_11,CI26155
6602_12,CI26165
6602_13,CI26156
6603_11,CI26165
6603_12,CI26156
6603_13,CI26157
6604_11,CI23855
6604_12,CI24261
6604_13,CI23714
6605_11,CI26155
6605_12,CI26165
6605_13,CI26156
6613_11,CI24261
6613_12,CI23975
6613_13,CI26955
6615_11,CI24917
6615_12,CI23855
6615_13,CI24261
6616_11,CI26155
6616_12,CI26165
6616_13,CI26156
6617_11,CI24917
6617_12,CI23855
6617_13,CI24261
6619_11,CI24917
6619_12,CI23855
6619_13,CI24261
6622_11,CI26155
6622_12,CI26173
6622_13,CI26213
6627_11,CI24917
6627_12,CI23855
6627_13,CI24261
6630_11,CI26155
6630_12,CI26165
6630_13,CI26156
6633_11,CI24917
6633_12,CI24261
6633_13,CI23933
6634_11,CI24917
6634_12,CI23855
6634_13,CI27282
6636_11,CI26155
6636_12,CI26165
6636_13,CI26156
6637_11,CI24917
6637_12,CI24261
6637_13,CI23933
6642_11,CI24917
6642_12,CI23855
6642_13,CI24261
6644_11,CI26155
6644_12,CI26165
6644_13,CI26156
6648_11,CI26155
6648_12,CI26165
6648_13,CI26156
6649_11,CI24917
6649_12,CI24261
6649_13,CI27282
6650_11,CI24917
6650_12,CI25634
6650_13,CI25142
6651_11,CI25634
6651_12,CI25142
6651_13,CI24915
6652_11,CI24917
6652_12,CI25634
6652_13,CI25142
6654_11,CI24917
6654_12,CI25634
6654_13,CI25142
6658_11,CI24261
6658_12,CI23933
6658_13,CI27282
6662_11,CI26155
6662_12,CI26165
6662_13,CI26156
6665_11,CI24917
6665_12,CI23855
6665_13,CI24261
6666_11,CI28567
6666_12,CI28569
6666_13,CI28570
6670_11,CI26155
6670_12,CI26165
6670_13,CI26156
6675_11,CI26155
6675_12,CI26165
6675_13,CI26157
6678_11,CI26155
6678_12,CI26165
6678_13,CI26156
6679_11,CI24917
6679_12,CI25634
6679_13,CI25142
6680_11,CI24917
6680_12,CI23855
6680_13,CI24261
6683_11,CI26902
6683_12,CI26903
6683_13,CI26905
6686_11,CI24261
6686_12,CI23933
6686_13,CI27282
6687_11,CI24261
6687_12,CI23933
6687_13,CI27282
6689_11,CI23855
6689_12,CI24261
6689_13,CI23933
6691_11,CI24917
6691_12,CI24261
6691_13,CI23933
6693_11,CI24261
6693_12,CI27282
6693_13,CI26052
6697_11,CI24261
6697_12,CI23975
6697_13,CI26939
6700_11,CI26155
6700_12,CI26165
6700_13,CI26156
6701_11,CI24261
6701_12,CI27282
6701_13,CI26052
6708_11,CI24261
6708_12,CI23975
6708_13,CI23913
6709_11,CI23663
6709_12,CI24230
6709_13,CI27805
6712_11,CI26155
6712_12,CI26165
6712_13,CI26157
6713_11,CI24261
6713_12,CI23975
6713_13,CI26939
6714_11,CI26938
6714_12,CI27020
6714_13,CI27037
6715_11,CI24917
6715_12,CI24261
6715_13,CI23933
6716_11,CI26155
6716_12,CI26165
6716_13,CI26156
6724_11,CI24917
6724_12,CI24261
6724_13,CI23933
6726_11,CI24917
6726_12,CI23855
6726_13,CI24261
6727_11,CI24917
6727_12,CI23855
6727_13,CI24261
6730_11,CI26155
6730_12,CI26165
6730_13,CI26156
6733_11,CI24917
6733_12,CI24261
6733_13,CI23933
6734_11,CI26155
6734_12,CI26165
6734_13,CI26156
6738_11,CI26155
6738_12,CI26165
6738_13,CI26156
6739_11,CI26165
6739_12,CI26156
6739_13,CI26157
6744_11,CI23663
6744_12,CI24230
6744_13,CI27805
6746_11,CI26155
6746_12,CI26165
6746_13,CI26156
6748_11,CI26155
6748_12,CI26165
6748_13,CI26156
6750_11,CI26938
6750_12,CI27018
6750_13,CI27019
6752_11,CI24917
6752_12,CI24261
6752_13,CI23714
6753_11,CI26904
6753_12,CI26903
6753_13,CI26930
6755_11,CI24917
6755_12,CI24261
6755_13,CI23933
6757_11,CI26155
6757_12,CI26165
6757_13,CI26156
6759_11,CI24917
6759_12,CI23855
6759_13,CI24261
6761_11,CI24917
6761_12,CI23855
6761_13,CI27282
6764_11,CI24261
6764_12,CI23975
6764_13,CI23913
6765_11,CI24917
6765_12,CI24261
6765_13,CI23933
6766_11,CI26155
6766_12,CI26165
6766_13,CI26156
6767_11,CI24917
6767_12,CI23855
6767_13,CI23933
6770_11,CI23855
6770_12,CI24261
6770_13,CI23933
6774_11,CI26155
6774_12,CI26156
6774_13,CI26157
6775_11,CI24917
6775_12,CI23855
6775_13,CI24261
6778_11,CI24917
6778_12,CI24261
6778_13,CI23933
6779_11,CI24917
6779_12,CI23855
6779_13,CI23933
6780_11,CI24917
6780_12,CI23855
6780_13,CI27282
6782_11,CI26155
6782_12,CI26165
6782_13,CI26157
6783_11,CI26155
6783_12,CI26165
6783_13,CI26156
6784_11,CI23855
6784_12,CI24261
6784_13,CI23933
6786_11,CI24917
6786_12,CI23855
6786_13,CI24261
6787_11,CI24917
6787_12,CI24261
6787_13,CI23933
6788_11,CI24917
6788_12,CI23855
6788_13,CI24261
6791_11,CI26176
6791_12,CI26193
6791_13,CI26177
6792_11,CI23855
6792_12,CI24261
6792_13,CI23714
6793_11,CI26165
6793_12,CI26156
6793_13,CI26157
6794_11,CI24261
6794_12,CI27282
6794_13,CI26052
6795_11,CI26155
6795_12,CI26165
6795_13,CI26156
6796_11,CI24917
6796_12,CI24261
6796_13,CI23933
6798_11,CI24917
6798_12,CI24261
6798_13,CI23933
6800_11,CI26938
6800_12,CI27018
6800_13,CI27019
6801_11,CI26165
6801_12,CI26156
6801_13,CI26157
6804_11,CI23663
6804_12,CI24230
6804_13,CI27805
6807_11,CI26155
6807_12,CI26165
6807_13,CI26156
6808_11,CI23933
6808_12,CI27282
6808_13,CI26052
6813_11,CI24261
6813_12,CI23933
6813_13,CI25634
6814_11,CI24917
6814_12,CI23855
6814_13,CI24261
6816_11,CI24261
6816_12,CI23714
6816_13,CI27282
6818_11,CI26155
6818_12,CI26165
6818_13,CI26156
6819_11,CI26155
6819_12,CI26165
6819_13,CI26156
6828_11,CI24917
6828_12,CI24261
6828_13,CI27282
6829_11,CI24917
6829_12,CI25634
6829_13,CI25142
6833_11,CI24917
6833_12,CI24261
6833_13,CI23933
6836_11,CI23933
6836_12,CI27282
6836_13,CI26052
6838_11,CI26155
6838_12,CI26165
6838_13,CI26157
6839_11,CI23855
6839_12,CI23714
6839_13,CI23612
6840_11,CI24261
6840_12,CI23975
6840_13,CI26939
6841_11,CI26904
6841_12,CI26902
6841_13,CI26903
6844_11,CI26155
6844_12,CI26156
6844_13,CI26173
6845_11,CI26155
6845_12,CI26165
6845_13,CI26156
6846_11,CI23855
6846_12,CI24261
6846_13,CI23933
6851_11,CI26155
6851_12,CI26165
6851_13,CI26156
6855_11,CI26904
6855_12,CI26902
6855_13,CI26903
6856_11,CI23663
6856_12,CI24230
6856_13,CI27805
6858_11,CI26155
6858_12,CI26165
6858_13,CI26156
6860_11,CI26904
6860_12,CI26903
6860_13,CI26930
6862_11,CI23663
6862_12,CI24230
6862_13,CI27805
6863_11,CI24261
6863_12,CI23975
6863_13,CI23913
6864_11,CI24917
6864_12,CI24261
6864_13,CI23933
6865_11,CI26155
6865_12,CI26165
6865_13,CI26156
6868_11,CI24917
6868_12,CI23855
6868_13,CI24261
6871_11,CI24917
6871_12,CI24261
6871_13,CI23714
6874_11,CI26155
6874_12,CI26165
6874_13,CI26156
6880_11,CI26176
6880_12,CI26190
6880_13,CI26193
6883_11,CI28567
6883_12,CI28569
6883_13,CI28586
6884_11,CI24917
6884_12,CI25634
6884_13,CI25142
6885_11,CI26155
6885_12,CI26165
6885_13,CI26156
6890_11,CI24917
6890_12,CI23855
6890_13,CI24261
6895_11,CI24917
6895_12,CI23855
6895_13,CI24261
6901_11,CI26938
6901_12,CI27018
6901_13,CI27037
6902_11,CI26155
6902_12,CI26165
6902_13,CI26156
6908_11,CI26904
6908_12,CI26902
6908_13,CI26903
6912_11,CI24261
6912_12,CI23975
6912_13,CI26939
6913_11,CI26165
6913_12,CI26156
6913_13,CI26157
6914_11,CI24917
6914_12,CI23855
6914_13,CI24261
6915_11,CI24917
6915_12,CI24261
6915_13,CI23933
6917_11,CI24917
6917_12,CI23855
6917_13,CI24261
6919_11,CI26155
6919_12,CI26165
6919_13,CI26156
6925_11,CI26155
6925_12,CI26156
6925_13,CI26164
6926_11,CI26904
6926_12,CI26902
6926_13,CI26903
6930_11,CI24917
6930_12,CI25634
6930_13,CI25142
6931_11,CI24261
6931_12,CI23975
6931_13,CI26939
6936_11,CI24917
6936_12,CI24261
6936_13,CI23933
6938_11,CI24261
6938_12,CI23975
6938_13,CI26939
6943_11,CI28569
6943_12,CI28570
6943_13,CI28530
6946_11,CI26165
6946_12,CI26156
6946_13,CI26157
6949_11,CI24917
6949_12,CI27282
6949_13,CI26052
6954_11,CI26155
6954_12,CI26165
6954_13,CI26156
6955_11,CI26904
6955_12,CI26902
6955_13,CI26905
